Metric,Value
compression_ratio,3.9910873440285206
average,1.34324
median,1.0
std_dev,0.51975
mode,1.0
max,4.0
alpha,5
vertex_count,300
edge_probability,0.2
graph_type,unweighted
graph_seed,43147
