Metric,Value
compression_ratio,8.584158415841584
average,1.71414
median,2.0
std_dev,0.59161
mode,2.0
max,3.0
alpha,5
vertex_count,100
edge_probability,0.7
graph_type,unweighted
graph_seed,362084
