Metric,Value
compression_ratio,7.133504492939666
average,1.50098
median,1.0
std_dev,0.57743
mode,1.0
max,3.0
alpha,25
vertex_count,150
edge_probability,0.5
graph_type,unweighted
graph_seed,452749
