Metric,Value
compression_ratio,5.662776412776413
average,1.36697
median,1.0
std_dev,0.55168
mode,1.0
max,3.0
alpha,49
vertex_count,250
edge_probability,0.3
graph_type,unweighted
graph_seed,643111
