Metric,Value
compression_ratio,1.9791873141724479
average,1.27622
median,1.0
std_dev,0.41608
mode,1.0
max,4.0
alpha,35
vertex_count,200
edge_probability,0.1
graph_type,unweighted
graph_seed,57415
