Metric,Value
compression_ratio,11.315756434400502
average,1.73282
median,2.0
std_dev,0.44254
mode,2.0
max,3.0
alpha,49
vertex_count,300
edge_probability,0.8
graph_type,unweighted
graph_seed,488076
