Metric,Value
compression_ratio,1.163466528282304
average,1.11275
median,1.0
std_dev,0.31629
mode,1.0
max,2.0
alpha,3
vertex_count,150
edge_probability,0.8
graph_type,unweighted
graph_seed,591755
