Metric,Value
compression_ratio,1.0714285714285714
average,1.02281
median,1.0
std_dev,0.12591
mode,1.0
max,2.0
alpha,15
vertex_count,20
edge_probability,0.15
graph_type,unweighted
graph_seed,507423
