Metric,Value
compression_ratio,1.026936026936027
average,1.00694
median,1.0
std_dev,0.08177
mode,1.0
max,2.0
alpha,49
vertex_count,50
edge_probability,0.25
graph_type,unweighted
graph_seed,387803
