Metric,Value
compression_ratio,1.3677685950413223
average,1.13347
median,1.0
std_dev,0.35217
mode,1.0
max,3.0
alpha,35
vertex_count,50
edge_probability,0.25
graph_type,unweighted
graph_seed,913028
