Metric,Value
compression_ratio,1.124432792175053
average,1.02751
median,1.0
std_dev,0.16358
mode,1.0
max,2.0
alpha,3
vertex_count,300
edge_probability,0.25
graph_type,unweighted
graph_seed,960584
