Metric,Value
compression_ratio,1.2103975535168197
average,1.10372
median,1.0
std_dev,0.3049
mode,1.0
max,2.0
alpha,3
vertex_count,200
edge_probability,0.6
graph_type,unweighted
graph_seed,903889
