Metric,Value
compression_ratio,3.1433408577878104
average,1.30586
median,1.0
std_dev,0.5121
mode,1.0
max,4.0
alpha,49
vertex_count,150
edge_probability,0.25
graph_type,unweighted
graph_seed,552584
