Metric,Value
compression_ratio,7.691511387163561
average,1.45936
median,1.5
std_dev,0.60187
mode,1.0
max,4.0
alpha,35
vertex_count,300
edge_probability,0.25
graph_type,unweighted
graph_seed,480428
