Metric,Value
compression_ratio,1.1192865105908585
average,1.03226
median,1.0
std_dev,0.17669
mode,1.0
max,2.0
alpha,3
vertex_count,200
edge_probability,0.3
graph_type,unweighted
graph_seed,483451
