Metric,Value
compression_ratio,19.85678391959799
average,1.84622
median,2.0
std_dev,0.63917
mode,2.0
max,4.0
alpha,7
vertex_count,150
edge_probability,0.7
graph_type,unweighted
graph_seed,286421
