Metric,Value
compression_ratio,4.754251700680272
average,1.41029
median,1.0
std_dev,0.50975
mode,1.0
max,3.0
alpha,49
vertex_count,150
edge_probability,0.5
graph_type,unweighted
graph_seed,997831
