Metric,Value
compression_ratio,1.0657370517928286
average,1.01808
median,1.0
std_dev,0.1258
mode,1.0
max,3.0
alpha,3
vertex_count,150
edge_probability,0.15
graph_type,unweighted
graph_seed,698771
