Metric,Value
compression_ratio,16.217993079584776
average,1.94253
median,2.0
std_dev,0.39934
mode,2.0
max,3.0
alpha,5
vertex_count,100
edge_probability,0.95
graph_type,unweighted
graph_seed,445184
