Metric,Value
compression_ratio,1.7188898836168307
average,1.22746
median,1.0
std_dev,0.37606
mode,1.0
max,4.0
alpha,7
vertex_count,200
edge_probability,0.1
graph_type,unweighted
graph_seed,255196
