Metric,Value
compression_ratio,1.832116788321168
average,1.3049
median,1.0
std_dev,0.49573
mode,1.0
max,4.0
alpha,7
vertex_count,50
edge_probability,0.2
graph_type,unweighted
graph_seed,754780
