Metric,Value
compression_ratio,1.14051638530288
average,1.03786
median,1.0
std_dev,0.19086
mode,1.0
max,2.0
alpha,3
vertex_count,300
edge_probability,0.3
graph_type,unweighted
graph_seed,450408
