Metric,Value
compression_ratio,6.668363636363637
average,1.441
median,1.0
std_dev,0.59997
mode,1.0
max,4.0
alpha,7
vertex_count,250
edge_probability,0.3
graph_type,unweighted
graph_seed,75464
