Metric,Value
compression_ratio,6.883561643835616
average,1.65482
median,1.5
std_dev,0.68948
mode,1.5
max,5.0
alpha,15
vertex_count,200
edge_probability,0.2
graph_type,unweighted
graph_seed,597318
