Metric,Value
compression_ratio,8.786813186813188
average,1.55786
median,1.5
std_dev,0.66044
mode,1.0
max,4.0
alpha,7
vertex_count,200
edge_probability,0.4
graph_type,unweighted
graph_seed,637667
