Metric,Value
compression_ratio,1.1919191919191918
average,1.08899
median,1.0
std_dev,0.27255
mode,1.0
max,4.0
alpha,35
vertex_count,100
edge_probability,0.1
graph_type,unweighted
graph_seed,738499
