Metric,Value
compression_ratio,1.3712930011862396
average,1.13851
median,1.0
std_dev,0.30883
mode,1.0
max,4.0
alpha,5
vertex_count,150
edge_probability,0.1
graph_type,unweighted
graph_seed,518930
