Metric,Value
compression_ratio,1.1219512195121952
average,1.07456
median,1.0
std_dev,0.27063
mode,1.0
max,3.0
alpha,5
vertex_count,20
edge_probability,0.25
graph_type,unweighted
graph_seed,315878
