Metric,Value
compression_ratio,21.110169491525422
average,1.66603
median,1.5
std_dev,0.66664
mode,1.0
max,4.0
alpha,15
vertex_count,300
edge_probability,0.5
graph_type,unweighted
graph_seed,298172
