Metric,Value
compression_ratio,25.62112932604736
average,1.85286
median,2.0
std_dev,0.63222
mode,2.0
max,4.0
alpha,7
vertex_count,200
edge_probability,0.7
graph_type,unweighted
graph_seed,41281
