Metric,Value
compression_ratio,2.0476190476190474
average,1.27066
median,1.0
std_dev,0.4353
mode,1.0
max,3.0
alpha,7
vertex_count,150
edge_probability,0.15
graph_type,unweighted
graph_seed,24784
