Metric,Value
compression_ratio,9.228423772609819
average,1.42745
median,1.0
std_dev,0.55486
mode,1.0
max,4.0
alpha,49
vertex_count,300
edge_probability,0.4
graph_type,unweighted
graph_seed,333276
