Metric,Value
compression_ratio,8.798104956268222
average,1.54525
median,2.0
std_dev,0.50852
mode,2.0
max,3.0
alpha,35
vertex_count,200
edge_probability,0.6
graph_type,unweighted
graph_seed,574833
