Metric,Value
compression_ratio,1.0232774674115457
average,1.00858
median,1.0
std_dev,0.07817
mode,1.0
max,3.0
alpha,3
vertex_count,300
edge_probability,0.05
graph_type,unweighted
graph_seed,818590
