Metric,Value
compression_ratio,2.147227533460803
average,1.22823
median,1.0
std_dev,0.43895
mode,1.0
max,3.0
alpha,5
vertex_count,150
edge_probability,0.2
graph_type,unweighted
graph_seed,561150
