Metric,Value
compression_ratio,1.2465753424657535
average,1.12068
median,1.0
std_dev,0.32243
mode,1.0
max,4.0
alpha,7
vertex_count,50
edge_probability,0.15
graph_type,unweighted
graph_seed,208147
