Metric,Value
compression_ratio,3.4646706586826346
average,1.43642
median,1.5
std_dev,0.53129
mode,1.5
max,4.0
alpha,15
vertex_count,200
edge_probability,0.15
graph_type,unweighted
graph_seed,33703
