Metric,Value
compression_ratio,1.1663122623880404
average,1.05755
median,1.0
std_dev,0.23289
mode,1.0
max,2.0
alpha,3
vertex_count,300
edge_probability,0.4
graph_type,unweighted
graph_seed,50726
