Metric,Value
compression_ratio,1.0384615384615385
average,1.01842
median,1.0
std_dev,0.12948
mode,1.0
max,2.0
alpha,25
vertex_count,20
edge_probability,0.4
graph_type,unweighted
graph_seed,811180
