Metric,Value
compression_ratio,1.1802348594801424
average,1.09137
median,1.0
std_dev,0.28814
mode,1.0
max,2.0
alpha,3
vertex_count,300
edge_probability,0.6
graph_type,unweighted
graph_seed,313369
