Metric,Value
compression_ratio,1.5037593984962405
average,1.21184
median,1.0
std_dev,0.43263
mode,1.0
max,4.0
alpha,5
vertex_count,50
edge_probability,0.15
graph_type,unweighted
graph_seed,585688
