Metric,Value
compression_ratio,4.620081411126187
average,1.40989
median,1.0
std_dev,0.58717
mode,1.0
max,4.0
alpha,35
vertex_count,150
edge_probability,0.3
graph_type,unweighted
graph_seed,7096
