Metric,Value
compression_ratio,2.4761904761904763
average,1.31444
median,1.0
std_dev,0.52787
mode,1.0
max,4.0
alpha,35
vertex_count,100
edge_probability,0.25
graph_type,unweighted
graph_seed,820482
