Metric,Value
compression_ratio,1.0319634703196348
average,1.01854
median,1.0
std_dev,0.11669
mode,1.0
max,3.0
alpha,3
vertex_count,100
edge_probability,0.05
graph_type,unweighted
graph_seed,282491
