Metric,Value
compression_ratio,1.1861804222648753
average,1.07959
median,1.0
std_dev,0.27028
mode,1.0
max,2.0
alpha,3
vertex_count,50
edge_probability,0.5
graph_type,unweighted
graph_seed,377436
