Metric,Value
compression_ratio,1.0705128205128205
average,1.05789
median,1.0
std_dev,0.23354
mode,1.0
max,2.0
alpha,3
vertex_count,20
edge_probability,0.9
graph_type,unweighted
graph_seed,845889
