Metric,Value
compression_ratio,12.373821989528796
average,1.60276
median,2.0
std_dev,0.56283
mode,2.0
max,3.0
alpha,25
vertex_count,200
edge_probability,0.6
graph_type,unweighted
graph_seed,577853
