Metric,Value
compression_ratio,10.608113430484442
average,1.54555
median,2.0
std_dev,0.50007
mode,2.0
max,3.0
alpha,49
vertex_count,300
edge_probability,0.6
graph_type,unweighted
graph_seed,647727
