Metric,Value
compression_ratio,14.302571860816943
average,1.88372
median,2.0
std_dev,0.32056
mode,2.0
max,2.0
alpha,25
vertex_count,200
edge_probability,0.95
graph_type,unweighted
graph_seed,86767
