Metric,Value
compression_ratio,6.898148148148148
average,1.51447
median,2.0
std_dev,0.50327
mode,2.0
max,3.0
alpha,49
vertex_count,200
edge_probability,0.6
graph_type,unweighted
graph_seed,696963
