Metric,Value
compression_ratio,6.211512717536814
average,1.3925
median,1.0
std_dev,0.56765
mode,1.0
max,4.0
alpha,49
vertex_count,250
edge_probability,0.3
graph_type,unweighted
graph_seed,410798
