Metric,Value
compression_ratio,32.84843205574913
average,1.93141
median,2.0
std_dev,0.29776
mode,2.0
max,3.0
alpha,7
vertex_count,200
edge_probability,0.95
graph_type,unweighted
graph_seed,921744
