Metric,Value
compression_ratio,22.67574931880109
average,1.77378
median,2.0
std_dev,0.43321
mode,2.0
max,3.0
alpha,15
vertex_count,250
edge_probability,0.8
graph_type,unweighted
graph_seed,260501
