Metric,Value
compression_ratio,13.571914893617022
average,1.74477
median,2.0
std_dev,0.44103
mode,2.0
max,3.0
alpha,25
vertex_count,200
edge_probability,0.8
graph_type,unweighted
graph_seed,450219
