Metric,Value
compression_ratio,1.2030303030303031
average,1.06367
median,1.0
std_dev,0.25158
mode,1.0
max,3.0
alpha,49
vertex_count,50
edge_probability,0.3
graph_type,unweighted
graph_seed,76007
