Metric,Value
compression_ratio,1.0526315789473684
average,1.04737
median,1.0
std_dev,0.21243
mode,1.0
max,2.0
alpha,3
vertex_count,20
edge_probability,0.95
graph_type,unweighted
graph_seed,882839
