Metric,Value
compression_ratio,23.66887417218543
average,1.9097
median,2.0
std_dev,0.41687
mode,2.0
max,3.0
alpha,5
vertex_count,200
edge_probability,0.9
graph_type,unweighted
graph_seed,221190
