Metric,Value
compression_ratio,3.058589870903674
average,1.44511
median,1.5
std_dev,0.52449
mode,1.5
max,4.0
alpha,35
vertex_count,250
edge_probability,0.1
graph_type,unweighted
graph_seed,231496
