Metric,Value
compression_ratio,5.0519480519480515
average,1.76408
median,2.0
std_dev,0.42457
mode,2.0
max,2.0
alpha,15
vertex_count,50
edge_probability,0.95
graph_type,unweighted
graph_seed,480279
