Metric,Value
compression_ratio,7.61002444987775
average,1.6054
median,1.5
std_dev,0.66162
mode,1.5
max,5.0
alpha,25
vertex_count,250
edge_probability,0.2
graph_type,unweighted
graph_seed,940438
