Metric,Value
compression_ratio,1.8084016393442623
average,1.21083
median,1.0
std_dev,0.40542
mode,1.0
max,4.0
alpha,49
vertex_count,150
edge_probability,0.15
graph_type,unweighted
graph_seed,522827
