Metric,Value
compression_ratio,2.518058690744921
average,1.23941
median,1.0
std_dev,0.42254
mode,1.0
max,4.0
alpha,5
vertex_count,300
edge_probability,0.15
graph_type,unweighted
graph_seed,96216
