Metric,Value
compression_ratio,1.5423728813559323
average,1.22368
median,1.0
std_dev,0.4457
mode,1.0
max,3.0
alpha,15
vertex_count,20
edge_probability,0.5
graph_type,unweighted
graph_seed,307668
