Metric,Value
compression_ratio,1.0715751082744471
average,1.01202
median,1.0
std_dev,0.10597
mode,1.0
max,3.0
alpha,3
vertex_count,250
edge_probability,0.15
graph_type,unweighted
graph_seed,118267
